path,label
/home/mathis/Memoire/data/glaucome/ORIGA/ORIGA/Training/glaucoma/180.jpg,glaucome
/home/mathis/Memoire/data/glaucome/LAG/LAG/Training/glaucoma/1227.jpg,glaucome
/home/mathis/Memoire/data/glaucome/LAG/LAG/Training/glaucoma/1700.jpg,glaucome
/home/mathis/Memoire/data/glaucome/LAG/LAG/Training/glaucoma/3736.jpg,glaucome
/home/mathis/Memoire/data/glaucome/LAG/LAG/Training/glaucoma/5689.jpg,glaucome
/home/mathis/Memoire/data/glaucome/ORIGA/ORIGA/Training/glaucoma/362.jpg,glaucome
/home/mathis/Memoire/data/glaucome/LAG/LAG/Testing/glaucoma/5175.jpg,glaucome
/home/mathis/Memoire/data/glaucome/LAG/LAG/Training/glaucoma/2818.jpg,glaucome
/home/mathis/Memoire/data/glaucome/LAG/LAG/Training/glaucoma/3010.jpg,glaucome
/home/mathis/Memoire/data/glaucome/ORIGA/ORIGA/Training/glaucoma/465.jpg,glaucome
/home/mathis/Memoire/data/glaucome/LAG/LAG/Training/glaucoma/3354.jpg,glaucome
/home/mathis/Memoire/data/glaucome/LAG/LAG/Training/glaucoma/2254.jpg,glaucome
/home/mathis/Memoire/data/glaucome/LAG/LAG/Training/glaucoma/3478.jpg,glaucome
/home/mathis/Memoire/data/glaucome/LAG/LAG/Training/glaucoma/3524.jpg,glaucome
/home/mathis/Memoire/data/glaucome/LAG/LAG/Training/glaucoma/3523.jpg,glaucome
/home/mathis/Memoire/data/glaucome/LAG/LAG/Training/glaucoma/3791.jpg,glaucome
/home/mathis/Memoire/data/glaucome/LAG/LAG/Training/glaucoma/0888.jpg,glaucome
/home/mathis/Memoire/data/glaucome/LAG/LAG/Training/glaucoma/1585.jpg,glaucome
/home/mathis/Memoire/data/glaucome/LAG/LAG/Training/glaucoma/5254.jpg,glaucome
/home/mathis/Memoire/data/glaucome/LAG/LAG/Testing/glaucoma/5282.jpg,glaucome
/home/mathis/Memoire/data/glaucome/LAG/LAG/Training/glaucoma/2376.jpg,glaucome
/home/mathis/Memoire/data/glaucome/LAG/LAG/Training/glaucoma/3452.jpg,glaucome
/home/mathis/Memoire/data/glaucome/LAG/LAG/Training/glaucoma/1314.jpg,glaucome
/home/mathis/Memoire/data/glaucome/LAG/LAG/Training/glaucoma/0825.jpg,glaucome
/home/mathis/Memoire/data/glaucome/LAG/LAG/Training/glaucoma/3139.jpg,glaucome
/home/mathis/Memoire/data/glaucome/LAG/LAG/Training/glaucoma/1038.jpg,glaucome
/home/mathis/Memoire/data/glaucome/LAG/LAG/Testing/glaucoma/4947.jpg,glaucome
/home/mathis/Memoire/data/glaucome/LAG/LAG/Training/glaucoma/1532.jpg,glaucome
/home/mathis/Memoire/data/glaucome/LAG/LAG/Testing/glaucoma/4856.jpg,glaucome
/home/mathis/Memoire/data/glaucome/LAG/LAG/Training/glaucoma/1598.jpg,glaucome
/home/mathis/Memoire/data/glaucome/LAG/LAG/Testing/glaucoma/5103.jpg,glaucome
/home/mathis/Memoire/data/glaucome/LAG/LAG/Training/glaucoma/3148.jpg,glaucome
